"Rank","Tier","WSID","Overall","Team","Pos","Bye","Best","Worst","Avg","Std Dev","ADP","vs. ADP"
"1","1","","Saquon Barkley","NYG","RB1","11","1","1","1.0","0.0","1.0","0.0"
"2","1","","Christian McCaffrey","CAR","RB2","7","2","3","2.5","0.5","3.0","+1.0"
"3","1","","Ezekiel Elliott","DAL","RB3","8","2","4","3.0","1.0","4.0","+1.0"
"4","1","","Alvin Kamara","NO","RB4","9","3","4","3.5","0.5","2.0","-2.0"
"5","2","","DeAndre Hopkins","HOU","WR1","10","6","7","6.5","0.5","5.0","0.0"
"6","2","","Davante Adams","GB","WR2","11","7","9","8.0","1.0","8.0","+2.0"
"7","2","","James Conner","PIT","RB5","7","9","10","9.5","0.5","9.0","+2.0"
"8","3","","David Johnson","ARI","RB6","12","5","16","10.5","5.5","6.0","-2.0"
"9","3","","Julio Jones","ATL","WR3","9","8","14","11.0","3.0","12.0","+3.0"
"10","3","","Todd Gurley","LAR","RB7","9","6","17","11.5","5.5","11.0","+1.0"
"11","3","","Travis Kelce","KC","TE1","12","8","15","11.5","3.5","19.0","+8.0"
"12","3","","Odell Beckham Jr.","CLE","WR4","7","11","13","12.0","1.0","14.0","+2.0"
"13","3","","Joe Mixon","CIN","RB8","9","10","15","12.5","2.5","13.0","0.0"
"14","3","","Le'Veon Bell","NYJ","RB9","4","12","16","14.0","2.0","7.0","-7.0"
"15","3","","Michael Thomas","NO","WR5","9","11","18","14.5","3.5","10.0","-5.0"
"16","3","","Nick Chubb","CLE","RB10","7","13","18","15.5","2.5","15.0","-1.0"
"17","3","","JuJu Smith-Schuster","PIT","WR6","7","14","17","15.5","1.5","18.0","+1.0"
"18","3","","Melvin Gordon","LAC","RB11","12","5","29","17.0","12.0","23.0","+5.0"
"19","4","","Mike Evans","TB","WR7","7","19","21","20.0","1.0","21.0","+2.0"
"20","4","","T.Y. Hilton","IND","WR8","6","21","22","21.5","0.5","29.0","+9.0"
"21","4","","Dalvin Cook","MIN","RB12","12","20","25","22.5","2.5","20.0","-1.0"
"22","4","","Antonio Brown","OAK","WR9","6","19","31","25.0","6.0","22.0","0.0"
"23","4","","Aaron Jones","GB","RB13","11","20","32","26.0","6.0","30.0","+7.0"
"24","4","","Keenan Allen","LAC","WR10","12","24","29","26.5","2.5","28.0","+4.0"
"25","4","","Amari Cooper","DAL","WR11","8","27","27","27.0","0.0","34.0","+9.0"
"26","4","","Marlon Mack","IND","RB14","6","25","30","27.5","2.5","31.0","+5.0"
"27","5","","Zach Ertz","PHI","TE2","10","23","34","28.5","5.5","33.0","+6.0"
"28","5","","Adam Thielen","MIN","WR12","12","23","34","28.5","5.5","26.0","-2.0"
"29","5","","Stefon Diggs","MIN","WR13","12","28","30","29.0","1.0","38.0","+9.0"
"30","5","","George Kittle","SF","TE3","4","28","33","30.5","2.5","32.0","+2.0"
"31","5","","Damien Williams","KC","RB15","12","22","41","31.5","9.5","25.0","-6.0"
"32","5","","Leonard Fournette","JAC","RB16","10","26","37","31.5","5.5","24.0","-8.0"
"33","5","","Brandin Cooks","LAR","WR14","9","31","32","31.5","0.5","39.0","+6.0"
"34","5","","Kerryon Johnson","DET","RB17","5","26","44","35.0","9.0","27.0","-7.0"
"35","5","","Patrick Mahomes","KC","QB1","12","35","36","35.5","0.5","16.0","-19.0"
"36","5","","Kenny Golladay","DET","WR15","5","37","39","38.0","1.0","45.0","+9.0"
"37","5","","Robert Woods","LAR","WR16","9","38","39","38.5","0.5","40.0","+3.0"
"38","6","","Derrick Henry","TEN","RB18","11","33","50","41.5","8.5","36.0","-2.0"
"39","6","","Sony Michel","NE","RB19","10","36","48","42.0","6.0","52.0","+13.0"
"40","6","","Chris Carson","SEA","RB20","11","38","46","42.0","4.0","41.0","+1.0"
"41","6","","Julian Edelman","NE","WR17","10","35","50","42.5","7.5","44.0","+3.0"
