"Rank","Tier","WSID","Overall","Team","Pos","Bye","Best","Worst","Avg","Std Dev","ADP","vs. ADP"
"1","1","","Ezekiel Elliott","DAL","RB1","8","1","1","1.0","0.0","4.0","+3.0"
"2","1","","Christian McCaffrey","CAR","RB2","7","2","3","2.5","0.5","3.0","+1.0"
"3","1","","Saquon Barkley","NYG","RB3","11","2","3","2.5","0.5","1.0","-2.0"
"4","1","","Alvin Kamara","NO","RB4","9","4","4","4.0","0.0","2.0","-2.0"
"5","2","","David Johnson","ARI","RB5","12","5","6","5.5","0.5","6.0","+1.0"
"6","2","","Le'Veon Bell","NYJ","RB6","4","6","10","8.0","2.0","7.0","+1.0"
"7","2","","Travis Kelce","KC","TE1","12","8","8","8.0","0.0","19.0","+12.0"
"8","2","","Davante Adams","GB","WR1","11","7","11","9.0","2.0","8.0","0.0"
"9","3","","Odell Beckham Jr.","CLE","WR2","7","7","14","10.5","3.5","14.0","+5.0"
"10","3","","DeAndre Hopkins","HOU","WR3","10","9","14","11.5","2.5","5.0","-5.0"
"11","3","","Melvin Gordon","LAC","RB7","12","10","15","12.5","2.5","23.0","+12.0"
"12","3","","Damien Williams","KC","RB8","12","12","13","12.5","0.5","25.0","+13.0"
"13","3","","Joe Mixon","CIN","RB9","9","12","13","12.5","0.5","13.0","0.0"
"14","3","","JuJu Smith-Schuster","PIT","WR4","7","9","18","13.5","4.5","18.0","+4.0"
"15","3","","Dalvin Cook","MIN","RB10","12","16","16","16.0","0.0","20.0","+5.0"
"16","4","","Julio Jones","ATL","WR5","9","17","17","17.0","0.0","12.0","-4.0"
"17","4","","James Conner","PIT","RB11","7","15","20","17.5","2.5","9.0","-8.0"
"18","4","","Nick Chubb","CLE","RB12","7","5","33","19.0","14.0","15.0","-3.0"
"19","4","","Antonio Brown","OAK","WR6","6","18","21","19.5","1.5","22.0","+3.0"
"20","4","","Tyreek Hill","KC","WR7","12","11","29","20.0","9.0","17.0","-3.0"
"21","4","","Michael Thomas","NO","WR8","9","19","21","20.0","1.0","10.0","-11.0"
"22","4","","George Kittle","SF","TE2","4","23","23","23.0","0.0","32.0","+10.0"
"23","4","","T.Y. Hilton","IND","WR9","6","19","29","24.0","5.0","29.0","+6.0"
"24","4","","Derrick Henry","TEN","RB13","11","25","26","25.5","0.5","36.0","+12.0"
"25","4","","Keenan Allen","LAC","WR10","12","22","31","26.5","4.5","28.0","+3.0"
"26","4","","Amari Cooper","DAL","WR11","8","22","31","26.5","4.5","34.0","+8.0"
"27","5","","Mike Evans","TB","WR12","7","24","30","27.0","3.0","21.0","-6.0"
"28","5","","Todd Gurley","LAR","RB14","9","20","41","30.5","10.5","11.0","-17.0"
"29","5","","Adam Thielen","MIN","WR13","12","24","37","30.5","6.5","26.0","-3.0"
"30","5","","Brandin Cooks","LAR","WR14","9","27","39","33.0","6.0","39.0","+9.0"
"31","5","","Julian Edelman","NE","WR15","10","30","37","33.5","3.5","44.0","+13.0"
"32","5","","Leonard Fournette","JAC","RB15","10","32","41","36.5","4.5","24.0","-8.0"
"33","5","","Kenyan Drake","MIA","RB16","5","36","38","37.0","1.0","55.0","+22.0"
"34","5","","Devonta Freeman","ATL","RB17","9","32","43","37.5","5.5","35.0","+1.0"
"35","5","","Kerryon Johnson","DET","RB18","5","26","51","38.5","12.5","27.0","-8.0"
"36","5","","Marlon Mack","IND","RB19","6","25","54","39.5","14.5","31.0","-5.0"
"37","5","","Stefon Diggs","MIN","WR16","12","34","45","39.5","5.5","38.0","+1.0"
"38","6","","Zach Ertz","PHI","TE3","10","28","53","40.5","12.5","33.0","-5.0"
"39","6","","Mark Ingram","BAL","RB20","8","38","43","40.5","2.5","46.0","+7.0"
"40","6","","Robert Woods","LAR","WR17","9","34","49","41.5","7.5","40.0","0.0"
"41","6","","Phillip Lindsay","DEN","RB21","10","33","56","44.5","11.5","42.0","+1.0"
"42","6","","Tyler Lockett","SEA","WR18","11","42","48","45.0","3.0","53.0","+11.0"
"43","6","","Aaron Jones","GB","RB22","11","36","56","46.0","10.0","30.0","-13.0"
"44","6","","A.J. Green","CIN","WR19","9","27","66","46.5","19.5","48.0","+4.0"
"45","6","","Cooper Kupp","LAR","WR20","9","45","48","46.5","1.5","49.0","+4.0"
"46","6","","Sony Michel","NE","RB23","10","44","51","47.5","3.5","52.0","+6.0"
"47","6","","Patrick Mahomes","KC","QB1","12","35","64","49.5","14.5","16.0","-31.0"
"48","6","","Chris Carson","SEA","RB24","11","46","54","50.0","4.0","41.0","-7.0"
"49","6","","Hunter Henry","LAC","TE4","12","28","73","50.5","22.5","70.0","+21.0"
"50","6","","Russell Wilson","SEA","QB2","11","35","67","51.0","16.0","89.0","+39.0"
"51","6","","Chris Godwin","TB","WR21","7","50","52","51.0","1.0","50.0","-1.0"
"52","6","","Sammy Watkins","KC","WR22","12","42","61","51.5","9.5","85.0","+33.0"
"53","7","","Mike Williams","LAC","WR23","12","49","63","56.0","7.0","61.0","+8.0"
"54","7","","Latavius Murray","NO","RB25","9","55","58","56.5","1.5","87.0","+33.0"
"55","7","","Tevin Coleman","SF","RB26","4","55","58","56.5","1.5","58.0","+3.0"
"56","7","","Calvin Ridley","ATL","WR24","9","40","76","58.0","18.0","54.0","-2.0"
"57","7","","Deshaun Watson","HOU","QB3","10","57","59","58.0","1.0","47.0","-10.0"
"58","7","","Tyler Boyd","CIN","WR25","9","39","78","58.5","19.5","57.0","-1.0"
"59","7","","D.J. Moore","CAR","WR26","7","52","66","59.0","7.0","66.0","+7.0"
"60","7","","Cam Newton","CAR","QB4","7","47","72","59.5","12.5","93.0","+33.0"
"61","7","","Aaron Rodgers","GB","QB5","11","47","77","62.0","15.0","51.0","-10.0"
"62","7","","Andrew Luck","IND","QB6","6","57","67","62.0","5.0","59.0","-3.0"
"63","7","","James White","NE","RB27","10","62","62","62.0","0.0","68.0","+5.0"
"64","7","","O.J. Howard","TB","TE5","7","53","73","63.0","10.0","56.0","-8.0"
"65","7","","Allen Robinson","CHI","WR27","6","50","78","64.0","14.0","76.0","+11.0"
"66","7","","David Montgomery","CHI","RB28","6","46","83","64.5","18.5","43.0","-23.0"
"67","7","","Josh Jacobs","OAK","RB29","6","44","90","67.0","23.0","37.0","-30.0"
"68","7","","Alshon Jeffery","PHI","WR28","10","61","74","67.5","6.5","69.0","+1.0"
"69","7","","Marvin Jones","DET","WR29","5","63","74","68.5","5.5","88.0","+19.0"
"70","7","","Kenny Golladay","DET","WR30","5","40","99","69.5","29.5","45.0","-25.0"
"71","7","","Will Fuller","HOU","WR31","10","60","79","69.5","9.5","75.0","+4.0"
"72","7","","Lamar Miller","HOU","RB30","10","70","70","70.0","0.0","60.0","-12.0"
"73","8","","Evan Engram","NYG","TE6","11","69","80","74.5","5.5","63.0","-10.0"
