"Rank","Tier","WSID","Overall","Team","Pos","Bye","Best","Worst","Avg","Std Dev","ADP","vs. ADP"
"1","1","","Saquon Barkley","NYG","RB1","11","1","3","2.0","1.0","1.0","0.0"
"2","1","","Alvin Kamara","NO","RB2","9","1","4","2.5","1.5","2.0","0.0"
"3","1","","Christian McCaffrey","CAR","RB3","7","2","3","2.5","0.5","3.0","0.0"
"4","1","","Ezekiel Elliott","DAL","RB4","8","2","5","3.5","1.5","4.0","0.0"
"5","2","","Nick Chubb","CLE","RB5","7","5","7","6.0","1.0","15.0","+10.0"
"6","2","","DeAndre Hopkins","HOU","WR1","10","8","10","9.0","1.0","5.0","-1.0"
"7","2","","David Johnson","ARI","RB6","12","4","15","9.5","5.5","6.0","-1.0"
"8","2","","Davante Adams","GB","WR2","11","9","10","9.5","0.5","8.0","0.0"
"9","2","","Julio Jones","ATL","WR3","9","8","12","10.0","2.0","12.0","+3.0"
"10","2","","Tyreek Hill","KC","WR4","12","7","15","11.0","4.0","17.0","+7.0"
"11","2","","Odell Beckham Jr.","CLE","WR5","7","11","12","11.5","0.5","14.0","+3.0"
"12","3","","James Conner","PIT","RB7","7","6","19","12.5","6.5","9.0","-3.0"
"13","3","","Michael Thomas","NO","WR6","9","13","13","13.0","0.0","10.0","-3.0"
"14","3","","Travis Kelce","KC","TE1","12","14","14","14.0","0.0","19.0","+5.0"
"15","3","","Dalvin Cook","MIN","RB8","12","11","19","15.0","4.0","20.0","+5.0"
"16","3","","Todd Gurley","LAR","RB9","9","6","26","16.0","10.0","11.0","-5.0"
"17","3","","Joe Mixon","CIN","RB10","9","9","23","16.0","7.0","13.0","-4.0"
"18","3","","JuJu Smith-Schuster","PIT","WR7","7","18","18","18.0","0.0","18.0","0.0"
"19","4","","Mike Evans","TB","WR8","7","21","23","22.0","1.0","21.0","+2.0"
"20","4","","George Kittle","SF","TE2","4","21","24","22.5","1.5","32.0","+12.0"
"21","4","","Amari Cooper","DAL","WR9","8","22","24","23.0","1.0","34.0","+13.0"
"22","4","","Aaron Jones","GB","RB11","11","16","33","24.5","8.5","30.0","+8.0"
"23","4","","T.Y. Hilton","IND","WR10","6","17","34","25.5","8.5","29.0","+6.0"
"24","4","","Le'Veon Bell","NYJ","RB12","4","17","36","26.5","9.5","7.0","-17.0"
"25","4","","Melvin Gordon","LAC","RB13","12","16","38","27.0","11.0","23.0","-2.0"
"26","4","","Keenan Allen","LAC","WR11","12","27","27","27.0","0.0","28.0","+2.0"
"27","4","","Kerryon Johnson","DET","RB14","5","20","37","28.5","8.5","27.0","0.0"
"28","4","","Devonta Freeman","ATL","RB15","9","22","35","28.5","6.5","35.0","+7.0"
"29","4","","Stefon Diggs","MIN","WR12","12","28","30","29.0","1.0","38.0","+9.0"
"30","4","","Brandin Cooks","LAR","WR13","9","25","34","29.5","4.5","39.0","+9.0"
"31","4","","Leonard Fournette","JAC","RB16","10","20","41","30.5","10.5","24.0","-7.0"
"32","5","","Adam Thielen","MIN","WR14","12","26","39","32.5","6.5","26.0","-6.0"
"33","5","","Chris Godwin","TB","WR15","7","31","38","34.5","3.5","50.0","+17.0"
"34","5","","Damien Williams","KC","RB17","12","32","40","36.0","4.0","25.0","-9.0"
"35","5","","Marlon Mack","IND","RB18","6","33","39","36.0","3.0","31.0","-4.0"
"36","5","","Sony Michel","NE","RB19","10","30","44","37.0","7.0","52.0","+16.0"
"37","5","","Patrick Mahomes","KC","QB1","12","35","41","38.0","3.0","16.0","-21.0"
"38","5","","Robert Woods","LAR","WR16","9","36","40","38.0","2.0","40.0","+2.0"
"39","5","","Julian Edelman","NE","WR17","10","29","48","38.5","9.5","44.0","+5.0"
"40","5","","Antonio Brown","OAK","WR18","6","32","45","38.5","6.5","22.0","-18.0"
"41","5","","Derrick Henry","TEN","RB20","11","25","54","39.5","14.5","36.0","-5.0"
"42","5","","Chris Carson","SEA","RB21","11","29","51","40.0","11.0","41.0","-1.0"
"43","5","","O.J. Howard","TB","TE3","7","28","53","40.5","12.5","56.0","+13.0"
"44","5","","Kenny Golladay","DET","WR19","5","37","46","41.5","4.5","45.0","+1.0"
"45","5","","Zach Ertz","PHI","TE4","10","31","53","42.0","11.0","33.0","-12.0"
"46","5","","A.J. Green","CIN","WR20","9","42","48","45.0","3.0","48.0","+2.0"
"47","6","","Josh Jacobs","OAK","RB22","6","46","47","46.5","0.5","37.0","-10.0"
"48","6","","Alshon Jeffery","PHI","WR21","10","43","63","53.0","10.0","69.0","+21.0"
"49","6","","David Montgomery","CHI","RB23","6","43","64","53.5","10.5","43.0","-6.0"
"50","6","","Aaron Rodgers","GB","QB2","11","44","64","54.0","10.0","51.0","+1.0"
"51","6","","Tyler Lockett","SEA","WR22","11","42","67","54.5","12.5","53.0","+2.0"
"52","6","","D.J. Moore","CAR","WR23","7","49","61","55.0","6.0","66.0","+14.0"
"53","6","","Mark Ingram","BAL","RB24","8","54","57","55.5","1.5","46.0","-7.0"
"54","6","","Calvin Ridley","ATL","WR24","9","50","65","57.5","7.5","54.0","0.0"
"55","6","","Tevin Coleman","SF","RB25","4","56","60","58.0","2.0","58.0","+3.0"
"56","6","","Mike Williams","LAC","WR25","12","58","60","59.0","1.0","61.0","+5.0"
"57","6","","Deshaun Watson","HOU","QB3","10","47","73","60.0","13.0","47.0","-10.0"
"58","6","","Cooper Kupp","LAR","WR26","9","50","70","60.0","10.0","49.0","-9.0"
"59","6","","James White","NE","RB26","10","51","70","60.5","9.5","68.0","+9.0"
"60","6","","Lamar Miller","HOU","RB27","10","55","68","61.5","6.5","60.0","0.0"
"61","7","","Allen Robinson","CHI","WR27","6","52","74","63.0","11.0","76.0","+15.0"
"62","7","","Kenyan Drake","MIA","RB28","5","62","65","63.5","1.5","55.0","-7.0"
"63","7","","Latavius Murray","NO","RB29","9","45","83","64.0","19.0","87.0","+24.0"
"64","7","","Hunter Henry","LAC","TE5","12","56","73","64.5","8.5","70.0","+6.0"
"65","7","","Curtis Samuel","CAR","WR28","7","61","68","64.5","3.5","103.0","+38.0"
"66","7","","Phillip Lindsay","DEN","RB30","10","55","77","66.0","11.0","42.0","-24.0"
"67","7","","Evan Engram","NYG","TE6","11","66","69","67.5","1.5","63.0","-4.0"
"68","7","","Dante Pettis","SF","WR29","4","52","84","68.0","16.0","80.0","+12.0"
"69","7","","Corey Davis","TEN","WR30","11","49","88","68.5","19.5","92.0","+23.0"
"70","7","","Marvin Jones","DET","WR31","5","59","78","68.5","9.5","88.0","+18.0"
"71","7","","Tyler Boyd","CIN","WR32","9","63","75","69.0","6.0","57.0","-14.0"
"72","7","","Matt Ryan","ATL","QB4","9","67","72","69.5","2.5","71.0","-1.0"
"73","7","","Baker Mayfield","CLE","QB5","7","59","89","74.0","15.0","62.0","-11.0"
"74","7","","Miles Sanders","PHI","RB31","10","58","91","74.5","16.5","73.0","-1.0"
"75","7","","Andrew Luck","IND","QB6","6","57","95","76.0","19.0","59.0","-16.0"
"76","7","","Tarik Cohen","CHI","RB32","6","71","82","76.5","5.5","64.0","-12.0"
"77","7","","Geronimo Allison","GB","WR33","11","62","93","77.5","15.5","111.0","+34.0"
"78","7","","Vance McDonald","PIT","TE7","7","75","80","77.5","2.5","96.0","+18.0"
"79","7","","Robby Anderson","NYJ","WR34","4","66","93","79.5","13.5","74.0","-5.0"
