"Rank","Tier","WSID","Overall","Team","Pos","Bye","Best","Worst","Avg","Std Dev","ADP","vs. ADP"
"1","1","","Christian McCaffrey","CAR","RB1","7","1","3","2.0","1.0","3.0","+2.0"
"2","1","","Alvin Kamara","NO","RB2","9","2","2","2.0","0.0","2.0","0.0"
"3","1","","Saquon Barkley","NYG","RB3","11","1","4","2.5","1.5","1.0","-2.0"
"4","2","","James Conner","PIT","RB4","7","3","6","4.5","1.5","9.0","+5.0"
"5","2","","Nick Chubb","CLE","RB5","7","4","6","5.0","1.0","15.0","+10.0"
"6","2","","David Johnson","ARI","RB6","12","5","7","6.0","1.0","6.0","0.0"
"7","2","","Joe Mixon","CIN","RB7","9","5","10","7.5","2.5","13.0","+6.0"
"8","3","","Julio Jones","ATL","WR1","9","8","11","9.5","1.5","12.0","+4.0"
"9","3","","Davante Adams","GB","WR2","11","7","14","10.5","3.5","8.0","-1.0"
"10","3","","Todd Gurley","LAR","RB8","9","9","12","10.5","1.5","11.0","+1.0"
"11","3","","DeAndre Hopkins","HOU","WR3","10","10","11","10.5","0.5","5.0","-6.0"
"12","3","","Travis Kelce","KC","TE1","12","9","13","11.0","2.0","19.0","+7.0"
"13","3","","Dalvin Cook","MIN","RB9","12","12","13","12.5","0.5","20.0","+7.0"
"14","3","","Tyreek Hill","KC","WR4","12","8","20","14.0","6.0","17.0","+3.0"
"15","3","","Damien Williams","KC","RB10","12","16","17","16.5","0.5","25.0","+10.0"
"16","4","","JuJu Smith-Schuster","PIT","WR5","7","18","18","18.0","0.0","18.0","+2.0"
"17","4","","Michael Thomas","NO","WR6","9","16","21","18.5","2.5","10.0","-7.0"
"18","4","","Odell Beckham Jr.","CLE","WR7","7","17","21","19.0","2.0","14.0","-4.0"
"19","4","","Mike Evans","TB","WR8","7","19","23","21.0","2.0","21.0","+2.0"
"20","4","","Kerryon Johnson","DET","RB11","5","20","22","21.0","1.0","27.0","+7.0"
"21","4","","T.Y. Hilton","IND","WR9","6","14","29","21.5","7.5","29.0","+8.0"
"22","4","","Adam Thielen","MIN","WR10","12","19","24","21.5","2.5","26.0","+4.0"
"23","4","","Ezekiel Elliott","DAL","RB12","8","15","29","22.0","7.0","4.0","-19.0"
"24","4","","Le'Veon Bell","NYJ","RB13","4","15","36","25.5","10.5","7.0","-17.0"
"25","4","","Zach Ertz","PHI","TE2","10","24","28","26.0","2.0","33.0","+8.0"
"26","5","","Keenan Allen","LAC","WR11","12","22","36","29.0","7.0","28.0","+2.0"
"27","5","","Aaron Jones","GB","RB14","11","26","34","30.0","4.0","30.0","+3.0"
"28","5","","Leonard Fournette","JAC","RB15","10","28","32","30.0","2.0","24.0","-4.0"
"29","5","","Amari Cooper","DAL","WR12","8","27","40","33.5","6.5","34.0","+5.0"
"30","5","","Antonio Brown","OAK","WR13","6","30","39","34.5","4.5","22.0","-8.0"
"31","5","","Chris Godwin","TB","WR14","7","25","45","35.0","10.0","50.0","+19.0"
"32","5","","Devonta Freeman","ATL","RB16","9","32","38","35.0","3.0","35.0","+3.0"
"33","5","","Derrick Henry","TEN","RB17","11","31","41","36.0","5.0","36.0","+3.0"
"34","5","","Chris Carson","SEA","RB18","11","30","43","36.5","6.5","41.0","+7.0"
"35","5","","Marlon Mack","IND","RB19","6","25","51","38.0","13.0","31.0","-4.0"
"36","5","","Josh Jacobs","OAK","RB20","6","33","44","38.5","5.5","37.0","+1.0"
"37","5","","Stefon Diggs","MIN","WR15","12","34","44","39.0","5.0","38.0","+1.0"
"38","6","","Cooper Kupp","LAR","WR16","9","35","50","42.5","7.5","49.0","+11.0"
"39","6","","Brandin Cooks","LAR","WR17","9","37","48","42.5","5.5","39.0","0.0"
"40","6","","Kenny Golladay","DET","WR18","5","39","47","43.0","4.0","45.0","+5.0"
"41","6","","George Kittle","SF","TE3","4","23","66","44.5","21.5","32.0","-9.0"
"42","6","","Matt Ryan","ATL","QB1","9","26","64","45.0","19.0","71.0","+29.0"
"43","6","","Robert Woods","LAR","WR19","9","38","52","45.0","7.0","40.0","-3.0"
"44","6","","Mark Ingram","BAL","RB21","8","45","46","45.5","0.5","46.0","+2.0"
"45","6","","Tyler Lockett","SEA","WR20","11","31","62","46.5","15.5","53.0","+8.0"
"46","6","","Deshaun Watson","HOU","QB2","10","35","61","48.0","13.0","47.0","+1.0"
"47","6","","Robby Anderson","NYJ","WR21","4","37","60","48.5","11.5","74.0","+27.0"
"48","6","","Julian Edelman","NE","WR22","10","40","58","49.0","9.0","44.0","-4.0"
"49","6","","Hunter Henry","LAC","TE4","12","27","73","50.0","23.0","70.0","+21.0"
"50","6","","Tevin Coleman","SF","RB22","4","48","54","51.0","3.0","58.0","+8.0"
"51","6","","Patrick Mahomes","KC","QB3","12","47","56","51.5","4.5","16.0","-35.0"
"52","6","","O.J. Howard","TB","TE5","7","50","53","51.5","1.5","56.0","+4.0"
"53","6","","Andrew Luck","IND","QB4","6","46","59","52.5","6.5","59.0","+6.0"
"54","6","","A.J. Green","CIN","WR23","9","41","65","53.0","12.0","48.0","-6.0"
"55","6","","Phillip Lindsay","DEN","RB23","10","52","55","53.5","1.5","42.0","-13.0"
"56","7","","Mike Williams","LAC","WR24","12","49","61","55.0","6.0","61.0","+5.0"
"57","7","","Aaron Rodgers","GB","QB5","11","54","57","55.5","1.5","51.0","-6.0"
"58","7","","James White","NE","RB24","10","43","70","56.5","13.5","68.0","+10.0"
"59","7","","Sony Michel","NE","RB25","10","55","58","56.5","1.5","52.0","-7.0"
"60","7","","Allen Robinson","CHI","WR25","6","57","60","58.5","1.5","76.0","+16.0"
"61","7","","Lamar Miller","HOU","RB26","10","51","68","59.5","8.5","60.0","-1.0"
"62","7","","D.J. Moore","CAR","WR26","7","42","89","65.5","23.5","66.0","+4.0"
"63","7","","Austin Ekeler","LAC","RB27","12","42","90","66.0","24.0","78.0","+15.0"
"64","7","","Sterling Shepard","NYG","WR27","11","49","84","66.5","17.5","99.0","+35.0"
"65","7","","David Montgomery","CHI","RB28","6","56","80","68.0","12.0","43.0","-22.0"
"66","7","","Russell Wilson","SEA","QB6","11","64","72","68.0","4.0","89.0","+23.0"
"67","7","","Jordan Howard","PHI","RB29","10","67","71","69.0","2.0","82.0","+15.0"
"68","7","","Alshon Jeffery","PHI","WR28","10","63","76","69.5","6.5","69.0","+1.0"
"69","7","","Calvin Ridley","ATL","WR29","9","63","77","70.0","7.0","54.0","-15.0"
"70","7","","Tarik Cohen","CHI","RB30","6","59","83","71.0","12.0","64.0","-6.0"
"71","8","","Tyler Boyd","CIN","WR30","9","72","74","73.0","1.0","57.0","-14.0"
"72","8","","Evan Engram","NYG","TE6","11","69","78","73.5","4.5","63.0","-9.0"
"73","8","","Jarvis Landry","CLE","WR31","7","73","75","74.0","1.0","67.0","-6.0"
"74","8","","Latavius Murray","NO","RB31","9","68","82","75.0","7.0","87.0","+13.0"
"75","8","","Rashaad Penny","SEA","RB32","11","65","86","75.5","10.5","77.0","+2.0"
"76","8","","Miles Sanders","PHI","RB33","10","62","91","76.5","14.5","73.0","-3.0"
"77","8","","Curtis Samuel","CAR","WR32","7","76","79","77.5","1.5","103.0","+26.0"
"78","8","","Kenyan Drake","MIA","RB34","5","53","104","78.5","25.5","55.0","-23.0"
"79","8","","Baker Mayfield","CLE","QB7","7","67","93","80.0","13.0","62.0","-17.0"
"80","8","","Dante Pettis","SF","WR33","4","71","89","80.0","9.0","80.0","0.0"
"81","8","","Marvin Jones","DET","WR34","5","75","88","81.5","6.5","88.0","+7.0"
"82","8","","Melvin Gordon","LAC","RB35","12","33","132","82.5","49.5","23.0","-59.0"
"83","8","","Carson Wentz","PHI","QB8","10","74","92","83.0","9.0","84.0","+1.0"
"84","8","","Christian Kirk","ARI","WR35","12","66","101","83.5","17.5","79.0","-5.0"
"85","8","","Vance McDonald","PIT","TE7","7","70","97","83.5","13.5","96.0","+11.0"
"86","8","","Sammy Watkins","KC","WR36","12","78","90","84.0","6.0","85.0","-1.0"
"87","8","","Will Fuller","HOU","WR37","10","85","88","86.5","1.5","75.0","-12.0"
"88","8","","Darrell Henderson","LAR","RB36","9","82","96","89.0","7.0","86.0","-2.0"
"89","8","","Jared Goff","LAR","QB9","9","84","95","89.5","5.5","91.0","+2.0"
"90","8","","Larry Fitzgerald","ARI","WR38","12","85","96","90.5","5.5","100.0","+10.0"
"91","8","","Jared Cook","NO","TE8","9","80","104","92.0","12.0","81.0","-10.0"
"92","8","","Jameis Winston","TB","QB10","7","69","118","93.5","24.5","106.0","+14.0"
"93","8","","Geronimo Allison","GB","WR39","11","86","101","93.5","7.5","111.0","+18.0"
"94","8","","Kyler Murray","ARI","QB11","12","94","98","96.0","2.0","98.0","+4.0"
"95","9","","Cam Newton","CAR","QB12","7","77","117","97.0","20.0","93.0","-2.0"
"96","9","","Adrian Peterson","WAS","RB37","10","95","100","97.5","2.5","142.0","+46.0"
"97","9","","Derrius Guice","WAS","RB38","10","81","124","102.5","21.5","65.0","-32.0"
"98","9","","Kirk Cousins","MIN","QB13","12","83","123","103.0","20.0","140.0","+42.0"
"99","9","","Anthony Miller","CHI","WR40","6","99","107","103.0","4.0","131.0","+32.0"
"100","9","","Corey Davis","TEN","WR41","11","87","123","105.0","18.0","92.0","-8.0"
"101","9","","Royce Freeman","DEN","RB39","10","91","119","105.0","14.0","97.0","-4.0"
"102","9","","Ben Roethlisberger","PIT","QB14","7","100","110","105.0","5.0","110.0","+8.0"
"103","9","","Drew Brees","NO","QB15","9","98","115","106.5","8.5","83.0","-20.0"
"104","9","","Donte Moncrief","PIT","WR42","7","87","130","108.5","21.5","152.0","+48.0"
"105","9","","DeSean Jackson","PHI","WR43","10","105","113","109.0","4.0","132.0","+27.0"
"106","9","","Dede Westbrook","JAC","WR44","10","103","122","112.5","9.5","102.0","-4.0"
"107","9","","Peyton Barber","TB","RB40","7","102","127","114.5","12.5","108.0","+1.0"
"108","9","","Marquez Valdes-Scantling","GB","WR45","11","107","124","115.5","8.5","118.0","+10.0"
"109","9","","Devin Funchess","IND","WR46","6","108","125","116.5","8.5","144.0","+35.0"
"110","9","","Austin Hooper","ATL","TE9","9","114","120","117.0","3.0","127.0","+17.0"
"111","9","","Greg Olsen","CAR","TE10","7","97","139","118.0","21.0","165.0","+54.0"
"112","9","","Dak Prescott","DAL","QB16","8","115","121","118.0","3.0","138.0","+26.0"
"113","9","","Eric Ebron","IND","TE11","6","81","159","120.0","39.0","72.0","-41.0"
"114","9","","Matt Breida","SF","RB41","4","102","141","121.5","19.5","123.0","+9.0"
"115","9","","Courtland Sutton","DEN","WR47","10","93","151","122.0","29.0","101.0","-14.0"
"116","9","","Lamar Jackson","BAL","QB17","8","110","137","123.5","13.5","121.0","+5.0"
"117","10","","Jimmy Graham","GB","TE12","11","79","169","124.0","45.0","155.0","+38.0"
"118","10","","Trey Burton","CHI","TE13","6","114","134","124.0","10.0","149.0","+31.0"
"119","10","","Mitch Trubisky","CHI","QB18","6","121","127","124.0","3.0","147.0","+28.0"
"120","10","","Mark Andrews","BAL","TE14","8","120","131","125.5","5.5","153.0","+33.0"
"121","10","","Justin Jackson","LAC","RB42","12","92","161","126.5","34.5","168.0","+47.0"
"122","10","","Michael Gallup","DAL","WR48","8","108","146","127.0","19.0","161.0","+39.0"
